population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1995,13.718024657436082,30.38478582721788,6.1150922214068
1,All Population,2,DALYs (Disability-Adjusted Life Years),140,Bahrain,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1997,62.34822477080125,136.61220876766978,27.949981975660382
1,All Population,2,DALYs (Disability-Adjusted Life Years),140,Bahrain,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1997,0.0010168320740562705,0.002132918665508639,0.0004527811639354888
1,All Population,2,DALYs (Disability-Adjusted Life Years),140,Bahrain,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1997,24.189064274554834,53.001051925982516,10.843675388790212
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1998,6228.029772043539,13565.59638569471,2748.23694878095
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1998,0.0007108998344412897,0.0014494662892566405,0.0003147884108523143
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1998,19.68088901111968,42.867970547433885,8.684567727663387
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1995,454.12759409192904,989.8754287792507,206.00748080678093
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1995,0.0007625753076528406,0.001635646143431228,0.00034945202100374913
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1995,20.326481387162243,44.30623626587561,9.220772484896733
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1999,864.235332406091,1919.9207611215381,374.923070671284
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1999,0.0006205750919976485,0.0013148443818474969,0.00027045874233952845
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1999,17.830000211927615,39.60979873662013,7.735020981975341
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1998,240.16712254578871,519.4859617942047,105.20249935478084
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1998,0.0014483611480113037,0.0028972034784925885,0.0006600938720606488
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1998,24.895634247078377,53.84972082868901,10.905251801548264
1,All Population,2,DALYs (Disability-Adjusted Life Years),141,Egypt,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1995,5874.418254849299,12997.222274941465,2560.9329183588716
1,All Population,2,DALYs (Disability-Adjusted Life Years),141,Egypt,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1995,0.0004924176730122176,0.001051707734012697,0.0002192385650583637
1,All Population,2,DALYs (Disability-Adjusted Life Years),141,Egypt,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1995,19.767844952299907,43.736598858879304,8.61772564824937
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1997,185.31270575571494,402.2320552439203,82.0880486070937
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1997,0.0005099186827066965,0.001032553873794179,0.00022387391646776643
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1997,13.974540045951045,30.33255567041985,6.190307987116687
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1994,5071.4899835880115,11050.252552456974,2225.270260228929
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1994,0.0005452556010062549,0.0011114064161993572,0.00023857954605772895
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1994,16.793463617503544,36.59122167340302,7.368642208739692
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1997,803.8056377169555,1758.232927708121,342.8605602525305
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1997,0.0005783463163275972,0.0012067182195389155,0.0002529463859120344
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1997,17.027478391420132,37.24566210889851,7.2630129810384885
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1996,2269.8890977263854,4941.11928999662,965.4811115236473
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1996,0.0004931241151521373,0.0010050078651064184,0.00021099611220610373
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1996,15.676892739524753,34.12563071916694,6.66805433029919
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1994,41.930351280668944,90.33637090311129,18.467804715227416
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1994,0.0012066520097134092,0.0024354042766901985,0.0005325529241785835
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1994,24.71256221363166,53.2417000552548,10.884401371201129
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1996,170.9267244312917,373.09643065268256,74.77594547124558
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1996,0.0013064160897211371,0.0025941837528064195,0.0005850779565577983
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1996,25.316903494293687,55.261377998829616,11.075479282065498
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1998,184.18663755086519,399.8601721400494,81.59283093545696
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1998,0.0013591538933911355,0.0026981839611763944,0.0006163252484081678
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1998,26.003535187916995,56.45240173092827,11.519304975237336
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1999,260.93872754206564,576.0490738229582,115.23001655094411
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1999,0.0015168190569964223,0.003064679290793579,0.0006862585867671261
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1999,25.793575287538935,56.941969844527,11.390390898614275
1,All Population,2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1991,879.8267696251309,1919.9068961778444,381.5337935105696
1,All Population,2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1991,0.0004438705888591646,0.0008989096079277098,0.0001968382475411994
1,All Population,2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1991,13.677049412714533,29.845263173822104,5.931004518864363
1,All Population,2,DALYs (Disability-Adjusted Life Years),144,Jordan,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1991,290.2597513634338,620.4920979368327,126.53374164030683
1,All Population,2,DALYs (Disability-Adjusted Life Years),144,Jordan,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1991,0.0005526780743712171,0.0010939786914001767,0.0002427338729918792
1,All Population,2,DALYs (Disability-Adjusted Life Years),144,Jordan,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1991,15.576599425177026,33.29830198864887,6.790350360467507
1,All Population,2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1993,975.9459143487726,2089.682724517265,431.08330835966876
1,All Population,2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1993,0.0004844961329696656,0.0009564998404479447,0.00021200735862260086
1,All Population,2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1993,14.282829378457862,30.582208881223718,6.308842785935298
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1995,5248.406013843319,11480.294319993944,2300.5667775553275
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1995,0.0005825471851108268,0.0011842886267014365,0.00025584812416046867
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1995,17.3466808939446,37.9439017507849,7.603679604855744
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1990,1756.2651536854614,3742.819151442521,733.5147488169802
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1990,0.00037133698925008224,0.0007489905849345317,0.00015316616754726173
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1990,14.008955157192876,29.85482319911215,5.850924731811318
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,2000,206.7604247483988,438.8838979429081,91.6877595155866
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,2000,0.0014695495391722887,0.002942371137360237,0.0006585378413151469
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,2000,27.056264022387964,57.43148686392924,11.99808054222009
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1998,511.64928815938845,1113.8123808602154,229.19791661665516
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1998,0.0008278787145540454,0.0017143509753207071,0.0003780333666981413
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1998,21.44471531160508,46.68312840620551,9.606353777093558
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,2000,891.7865543828261,1973.1700355400221,389.5095096075159
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,2000,0.0006391556440591013,0.001341061405596268,0.00027636274216576807
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,2000,18.178192548484,40.2211321315211,7.939768580623228
1,All Population,2,DALYs (Disability-Adjusted Life Years),141,Egypt,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1999,6877.343763423954,14800.448608153627,3003.266220587823
1,All Population,2,DALYs (Disability-Adjusted Life Years),141,Egypt,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1999,0.0005802020914363618,0.0011906305106430823,0.0002579972439613888
1,All Population,2,DALYs (Disability-Adjusted Life Years),141,Egypt,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1999,21.304060672823503,45.84759261417687,9.303267072430076
1,All Population,2,DALYs (Disability-Adjusted Life Years),148,Morocco,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1998,2390.0485529624034,5204.382979839493,1026.8568534449437
1,All Population,2,DALYs (Disability-Adjusted Life Years),148,Morocco,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1998,0.00041119905985646116,0.0008486691390974579,0.0001755940170332401
1,All Population,2,DALYs (Disability-Adjusted Life Years),148,Morocco,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1998,16.361017763209336,35.62647389491665,7.029322981184755
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1997,5855.701331215963,12793.599854939215,2593.105063744798
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1997,0.0006575501841707869,0.0013408163195825873,0.0002917299694563136
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1997,18.815399825160252,41.108089852630435,8.332103330289641
1,All Population,2,DALYs (Disability-Adjusted Life Years),140,Bahrain,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1998,64.67655165175636,140.58683733887435,28.63635222201621
1,All Population,2,DALYs (Disability-Adjusted Life Years),140,Bahrain,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1998,0.0010425067298175568,0.0021833224619779326,0.000472022608366279
1,All Population,2,DALYs (Disability-Adjusted Life Years),140,Bahrain,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1998,24.4995984539861,53.25455632303714,10.847503657954492
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1995,43.80304891453204,93.93847085878451,19.105579519934032
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1995,0.001255788177039131,0.0024977297779884586,0.0005515963751435874
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1995,25.06335979302607,53.74999576249392,10.931887743629517
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1998,194.11034461424148,422.40382644268584,87.24131943806866
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1998,0.0005262716854531544,0.0010671649112928053,0.00023588651612267187
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1998,14.095403138339961,30.673028955357445,6.335064574966763
1,All Population,2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1996,560.7442022789412,1257.5610253143811,248.5865876324557
1,All Population,2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1996,8.84989911060091e-05,0.00019205646252347752,3.955130558055741e-05
1,All Population,2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1996,7.114438770954449,15.955298118066448,3.1539408696585047
1,All Population,2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1998,575.9825711649968,1238.632428988264,250.8714499009398
1,All Population,2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1998,8.369098956693068e-05,0.00017750778660789412,3.7079822211320535e-05
1,All Population,2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1998,6.796484375344889,14.615626187068587,2.9602352134079175
1,All Population,2,DALYs (Disability-Adjusted Life Years),522,Sudan,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1995,1173.3083518823448,2639.4177259912262,523.8187290038372
1,All Population,2,DALYs (Disability-Adjusted Life Years),522,Sudan,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1995,0.00014084743758096594,0.00030651023843243804,6.46022052109378e-05
1,All Population,2,DALYs (Disability-Adjusted Life Years),522,Sudan,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1995,10.156853906245864,22.848367351549165,4.534486007290321
1,All Population,2,DALYs (Disability-Adjusted Life Years),150,Oman,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1995,131.5803773519326,285.1903605105564,57.48585653947244
1,All Population,2,DALYs (Disability-Adjusted Life Years),150,Oman,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1995,0.0005793237160696633,0.0012060111479671196,0.0002595930805032916
1,All Population,2,DALYs (Disability-Adjusted Life Years),150,Oman,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1995,13.99738994312695,30.338267486573507,6.115288361314548
1,All Population,2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1994,1466.4161000977408,3103.431395834644,637.5790162689688
1,All Population,2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1994,0.0006445890900141433,0.0013475761359665337,0.0002838630465401198
1,All Population,2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1994,17.848998385546768,37.774504774064894,7.760516835081672
1,All Population,2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1993,301.3766142664019,652.0750998906826,131.65395691911635
1,All Population,2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1993,0.0006320794679046862,0.001258388478173315,0.00027932789113014884
1,All Population,2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1993,18.159291204465084,39.290446124756386,7.9327407261966085
1,All Population,2,DALYs (Disability-Adjusted Life Years),143,Iraq,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1994,1572.7069245206055,3461.837465736412,670.9887883337652
1,All Population,2,DALYs (Disability-Adjusted Life Years),143,Iraq,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1994,0.00040765923985839144,0.000859328724991666,0.00017388835005058032
1,All Population,2,DALYs (Disability-Adjusted Life Years),143,Iraq,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1994,15.794248307050447,34.7662489940126,6.738549547253269
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,2000,554.0229090830302,1206.5548137996875,248.82741926428332
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,2000,0.0008679688097751796,0.001774854612779932,0.0003949900564393298
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,2000,22.246235121298493,48.44800031635463,9.991415847299509
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1996,471.5973793065983,1034.12078024614,211.35078318673655
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1996,0.0007432633620496035,0.0015814097759796787,0.00033979257292592085
1,All Population,2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1996,20.6594336164054,45.30209570344314,9.25871870077329
1,All Population,2,DALYs (Disability-Adjusted Life Years),522,Sudan,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1996,1216.5778935690132,2731.583196822883,540.093404746197
1,All Population,2,DALYs (Disability-Adjusted Life Years),522,Sudan,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1996,0.00014577234894847926,0.0003210178646917103,6.627521803597985e-05
1,All Population,2,DALYs (Disability-Adjusted Life Years),522,Sudan,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1996,10.292788278292402,23.1104047328673,4.569429622994656
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1997,2374.9353126210135,5123.328719911839,1020.0702355919635
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1997,0.0005166041730547399,0.0010620173440028292,0.00021896359046849533
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1997,16.068961305182277,34.664763505973355,6.90185920314838
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1997,48.02616051039598,104.24697985687686,20.902472369082027
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1997,0.0013213784101134536,0.0026977769298825627,0.0005830361226886462
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1997,25.863759433924592,56.14062794271902,11.256709076528587
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1995,747.1341375409129,1658.7041894331246,327.0564079951878
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1995,0.0005344719466023045,0.0011180909272649805,0.00023580722797742203
1,All Population,2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1995,16.32337385836082,36.239340761033795,7.145522808058938
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1997,221.1010049265185,471.4826452202781,95.40457335264718
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1997,0.0013867114097385874,0.0027474207274384367,0.0006260138909492634
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1997,24.02721232340579,51.23637329135409,10.36768666578349
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1998,50.32844836955572,109.70257663275414,22.8182458162891
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1998,0.0013599886534842712,0.0028153882534885013,0.0006297564059157093
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1998,26.245136850288883,57.20738925656151,11.89919426354302
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,2000,282.2583007696017,620.639685447202,126.61015159823201
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,2000,0.0015709378027234573,0.0031769658431000714,0.0007120664214019882
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,2000,26.59929449963315,58.48748372096672,11.931414239447113
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1999,52.81275031070132,115.58056161416174,23.366091022626524
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1999,0.0013945666931771865,0.0028600269525152835,0.0006299819845546058
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1999,26.596963303767286,58.20738245585703,11.767367952343841
1,All Population,2,DALYs (Disability-Adjusted Life Years),150,Oman,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1996,139.9468070622376,305.307933326921,62.56441339686634
1,All Population,2,DALYs (Disability-Adjusted Life Years),150,Oman,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1996,0.0006362798340157605,0.0013324089244632128,0.0002861591629570602
1,All Population,2,DALYs (Disability-Adjusted Life Years),150,Oman,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1996,14.584204362645108,31.81689805324699,6.519992917045409
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1999,2593.629699351703,5613.812441275634,1130.6598634450347
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,2,Percent,1999,0.0005677317616249806,0.0011505123781704676,0.0002450263709787682
1,All Population,2,DALYs (Disability-Adjusted Life Years),139,Algeria,2,Female,22,All ages,605,Polycystic ovarian syndrome,3,Rate,1999,16.911239938188253,36.603733056468585,7.372239855202751
1,All Population,2,DALYs (Disability-Adjusted Life Years),143,Iraq,2,Female,22,All ages,605,Polycystic ovarian syndrome,1,Number,1997,1762.8620559212566,3733.7342794816645,753.6345034358427
